pm2.5,pm10,so2,no2,co,dewp,wspm,label
3.0,6.0,7.0,15.0,400.0,-16.9,4.8,0.0
3.0,7.0,4.0,16.0,400.0,-13.7,6.2,0.0
13.0,6.0,4.0,11.0,400.0,-17.7,3.8,1.0
6.0,6.0,6.0,47.0,400.0,-15.9,4.4,0.0
8.0,6.0,17.0,138.0,600.0,-15.9,2.4,1.0
12.0,6.0,9.0,10.0,400.0,-16.7,3.2,1.0
12.0,6.0,10.0,14.0,400.0,-16.6,1.9,1.0
14.0,6.0,10.0,16.0,400.0,-12.1,1.7,1.0
15.0,6.0,11.0,16.0,500.0,-12.7,3.9,1.0
3.0,9.0,10.0,40.0,500.0,-12.9,4.4,0.0
28.0,71.0,10.0,46.0,500.0,-2.5,4.1,1.0
78.0,285.0,45.0,62.0,1100.0,-3.4,7.0,3.0
55.0,133.0,38.0,50.0,800.0,-3.6,4.7,2.0
38.0,76.0,30.0,39.0,700.0,-4.0,2.9,2.0
37.0,59.0,23.0,42.0,800.0,-4.1,2.0,2.0
37.0,59.0,23.0,42.0,800.0,-4.0,2.1,2.0
31.0,46.0,20.0,38.0,1000.0,-4.5,1.9,1.0
30.0,46.0,22.0,48.0,800.0,-4.5,2.7,1.0
31.0,42.0,23.0,52.0,800.0,-4.5,1.7,1.0
33.0,41.0,15.0,50.0,800.0,-3.0,1.5,1.0
31.0,35.0,15.0,49.0,800.0,-3.5,1.4,1.0
29.0,31.0,13.0,62.0,800.0,-3.8,1.3,1.0
32.0,39.0,13.0,62.0,800.0,-2.8,1.1,1.0
30.0,36.0,10.0,60.0,800.0,-2.4,1.7,1.0
34.0,56.0,11.0,58.0,800.0,-2.9,2.7,1.0
38.0,57.0,26.0,51.0,800.0,-3.5,2.9,2.0
51.0,66.0,30.0,48.0,700.0,-2.9,1.9,2.0
59.0,63.0,19.0,41.0,700.0,-0.3,1.4,3.0
60.0,63.0,20.0,35.0,700.0,-0.2,2.1,3.0
45.0,61.0,28.0,39.0,700.0,0.0,2.9,2.0
50.0,58.0,21.0,36.0,700.0,0.0,2.3,2.0
52.0,57.0,22.0,35.0,600.0,0.2,2.1,2.0
45.0,49.0,19.0,33.0,600.0,1.7,1.7,2.0
38.0,39.0,14.0,37.0,600.0,1.8,2.5,2.0
28.0,28.0,10.0,40.0,700.0,1.6,1.8,1.0
30.0,30.0,10.0,50.0,900.0,1.0,2.3,1.0
38.0,24.0,9.0,61.0,800.0,0.5,1.6,2.0
39.0,50.0,9.0,67.0,1200.0,0.5,1.5,2.0
65.0,81.0,8.0,64.0,1200.0,0.1,1.4,3.0
65.0,81.0,9.0,64.0,900.0,-0.5,1.6,3.0
68.0,78.0,6.0,43.0,800.0,-0.6,0.0,3.0
47.0,47.0,5.0,40.0,800.0,-1.5,1.2,2.0
40.0,42.0,5.0,39.0,1100.0,-1.3,0.0,2.0
52.0,42.0,5.0,39.0,1100.0,-1.2,1.2,2.0
52.0,35.0,5.0,40.0,1000.0,-2.4,1.6,2.0
31.0,27.0,4.0,32.0,1000.0,-4.7,1.2,1.0
23.0,6.0,3.0,22.0,700.0,-6.0,0.0,1.0
27.0,6.0,3.0,32.0,1000.0,-2.3,0.1,1.0
39.0,51.0,9.0,61.0,1300.0,-1.1,1.7,2.0
42.0,23.0,24.0,72.0,1300.0,-2.1,2.3,2.0
24.0,30.0,29.0,62.0,1200.0,-4.0,3.0,1.0
40.0,9.0,28.0,41.0,900.0,-3.3,1.7,2.0
27.0,6.0,19.0,27.0,600.0,-5.2,2.4,1.0
33.0,68.0,27.0,38.0,1000.0,-3.6,2.1,1.0
51.0,27.0,20.0,27.0,800.0,-3.4,3.8,2.0
30.0,32.0,15.0,27.0,700.0,-4.2,3.2,1.0
37.0,48.0,17.0,28.0,700.0,-3.2,4.0,2.0
41.0,46.0,21.0,30.0,700.0,-2.3,3.4,2.0
59.0,63.0,17.0,37.0,700.0,-2.4,3.4,3.0
78.0,81.0,9.0,53.0,800.0,-2.4,3.9,3.0
69.0,89.0,8.0,52.0,900.0,-2.4,2.9,3.0
77.0,89.0,7.0,51.0,1000.0,-2.5,2.2,3.0
81.0,96.0,7.0,54.0,1000.0,-2.7,2.2,3.0
106.0,106.0,7.0,50.0,1000.0,-2.9,1.9,3.0
92.0,108.0,8.0,51.0,1000.0,-2.6,2.3,3.0
112.0,116.0,7.0,47.0,1100.0,-2.8,2.4,3.0
97.0,105.0,7.0,44.0,1000.0,-2.8,1.0,3.0
103.0,106.0,7.0,46.0,800.0,-2.7,0.5,3.0
78.0,80.0,6.0,56.0,900.0,-3.0,0.7,3.0
73.0,79.0,6.0,54.0,900.0,-2.7,0.1,3.0
73.0,83.0,5.0,58.0,900.0,-2.2,1.5,3.0
112.0,114.0,6.0,68.0,1399.0,-2.0,0.7,3.0
116.0,119.0,8.0,70.0,1600.0,-1.8,1.6,3.0
120.0,129.0,12.0,71.0,1800.0,-2.2,1.6,3.0
130.0,141.0,23.0,75.0,1700.0,-1.9,1.7,4.0
142.0,163.0,39.0,82.0,1700.0,-1.9,2.4,4.0
162.0,172.0,44.0,88.0,1600.0,-1.5,2.0,4.0
178.0,187.0,44.0,90.0,1600.0,-1.3,3.0,4.0
181.0,194.0,42.0,101.0,1700.0,-1.2,1.4,4.0
187.0,202.0,38.0,98.0,1600.0,-0.8,1.4,4.0
188.0,205.0,40.0,107.0,1600.0,-0.8,1.7,4.0
187.0,211.0,40.0,114.0,1600.0,-0.1,2.3,4.0
190.0,221.0,34.0,122.0,1600.0,0.0,1.1,4.0
202.0,240.0,24.0,129.0,1700.0,0.1,1.4,4.0
202.0,219.0,21.0,115.0,1600.0,-0.2,2.5,4.0
205.0,218.0,22.0,122.0,1700.0,0.0,1.4,4.0
217.0,236.0,19.0,128.0,1899.0,0.1,2.7,4.0
228.0,234.0,18.0,122.0,1899.0,0.1,2.2,5.0
202.0,209.0,18.0,115.0,1700.0,-0.1,0.8,4.0
172.0,179.0,18.0,101.0,1600.0,-0.1,0.6,4.0
160.0,168.0,20.0,95.0,1399.0,-0.4,1.1,4.0
117.0,170.0,30.0,87.0,1200.0,-5.3,2.0,3.0
160.0,170.0,24.0,95.0,1200.0,-11.3,2.0,4.0
65.0,171.0,24.0,51.0,900.0,-11.6,2.0,3.0
18.0,168.0,12.0,43.0,500.0,-8.4,0.9,2.0
26.0,33.0,18.0,68.0,700.0,-7.8,1.4,1.0
10.0,15.0,24.0,66.0,600.0,-9.3,2.3,1.0
146.0,152.0,28.0,94.0,600.0,-9.9,1.5,4.0
142.0,147.0,27.0,93.0,600.0,-4.1,4.4,4.0
137.0,143.0,27.0,91.0,700.0,-5.6,2.8,4.0
63.0,157.0,51.0,57.0,1200.0,-3.7,5.0,3.0
56.0,130.0,41.0,48.0,1000.0,-1.3,3.9,3.0
75.0,176.0,31.0,52.0,1200.0,-2.0,4.2,3.0
83.0,196.0,31.0,47.0,1100.0,-2.1,4.6,3.0
66.0,181.0,29.0,44.0,900.0,-2.0,2.9,3.0
78.0,170.0,30.0,46.0,900.0,-2.4,3.9,3.0
76.0,157.0,29.0,47.0,900.0,-3.4,3.0,3.0
68.0,136.0,26.0,54.0,900.0,-3.7,2.7,3.0
66.0,119.0,24.0,69.0,800.0,-3.8,3.3,3.0
64.0,118.0,24.0,69.0,800.0,-3.8,2.1,3.0
59.0,100.0,23.0,68.0,900.0,-3.5,1.9,3.0
61.0,105.0,16.0,89.0,1200.0,-3.3,1.9,3.0
64.0,93.0,15.0,85.0,1500.0,-3.0,1.7,3.0
60.0,81.0,13.0,80.0,1399.0,-2.7,2.1,3.0
51.0,76.0,13.0,84.0,1300.0,-2.7,0.9,2.0
51.0,70.0,12.0,85.0,1300.0,-2.5,0.6,2.0
44.0,71.0,10.0,85.0,1300.0,-2.3,1.3,2.0
44.0,71.0,10.0,76.0,1300.0,-2.1,1.1,2.0
51.0,69.0,8.0,70.0,1300.0,-1.9,1.5,2.0
53.0,71.0,8.0,65.0,1300.0,-3.1,2.1,2.0
62.0,75.0,12.0,65.0,1300.0,-4.6,2.3,3.0
78.0,105.0,32.0,69.0,1300.0,-5.0,1.5,3.0
79.0,104.0,70.0,72.0,1300.0,-4.5,1.9,3.0
80.0,111.0,83.0,70.0,1300.0,-4.6,4.1,3.0
81.0,111.0,76.0,66.0,1300.0,-5.0,0.9,3.0
77.0,110.0,78.0,70.0,1300.0,-3.8,0.8,3.0
84.0,105.0,74.0,70.0,1300.0,-3.1,2.3,3.0
89.0,132.0,75.0,72.0,1300.0,-3.5,1.3,3.0
86.0,165.0,67.0,72.0,1300.0,-7.5,8.3,3.0
63.0,234.0,33.0,46.0,1300.0,-8.6,3.7,3.0
18.0,114.0,7.0,12.0,1300.0,-10.2,4.1,1.0
14.0,56.0,4.0,16.0,1300.0,-12.6,4.3,1.0
14.0,40.0,4.0,16.0,1300.0,-12.8,2.3,1.0
11.0,30.0,3.0,13.0,1300.0,-15.3,3.9,1.0
7.0,16.0,3.0,12.0,1300.0,-14.9,2.8,0.0
5.0,18.0,3.0,12.0,1300.0,-14.7,2.1,0.0
6.0,14.0,3.0,11.0,1300.0,-14.0,2.2,0.0
8.0,31.0,7.0,25.0,1300.0,-13.4,2.4,0.0
10.0,24.0,6.0,27.0,1300.0,-14.2,3.4,1.0
11.0,22.0,6.0,31.0,1300.0,-14.1,3.3,1.0
13.0,25.0,7.0,37.0,1300.0,-14.6,4.4,1.0
13.0,25.0,7.0,37.0,1300.0,-13.9,2.8,1.0
18.0,36.0,7.0,52.0,1300.0,-13.8,2.2,1.0
11.0,15.0,10.0,40.0,1300.0,-14.4,2.3,1.0
14.0,26.0,10.0,38.0,1300.0,-15.1,3.1,1.0
14.0,19.0,12.0,24.0,1300.0,-16.3,3.9,1.0
3.0,10.0,11.0,16.0,1300.0,-16.0,3.0,0.0
11.0,13.0,11.0,16.0,1300.0,-15.4,2.7,1.0
10.0,12.0,13.0,15.0,1300.0,-15.0,1.8,1.0
3.0,8.0,12.0,12.0,1300.0,-12.2,2.7,0.0
4.0,8.0,10.0,12.0,1300.0,-15.2,2.0,0.0
3.0,10.0,10.0,12.0,1300.0,-12.1,1.9,0.0
9.0,16.0,11.0,13.0,1300.0,-12.4,3.4,0.0
14.0,24.0,10.0,24.0,1300.0,-11.5,3.7,1.0
23.0,48.0,10.0,41.0,1300.0,-10.8,4.0,1.0
32.0,74.0,11.0,62.0,1300.0,-10.0,3.3,1.0
43.0,101.0,19.0,67.0,1300.0,-10.0,2.4,2.0
56.0,120.0,32.0,76.0,1300.0,-9.4,2.2,3.0
61.0,114.0,29.0,86.0,1300.0,-8.2,1.1,3.0
55.0,108.0,29.0,78.0,1300.0,-7.6,0.4,2.0
56.0,108.0,30.0,79.0,1300.0,-4.3,0.4,3.0
66.0,121.0,51.0,99.0,1300.0,-6.3,1.1,3.0
73.0,121.0,42.0,105.0,1300.0,-6.8,1.3,3.0
79.0,140.0,26.0,95.0,1300.0,-5.1,1.2,3.0
80.0,136.0,18.0,92.0,1300.0,-4.5,1.3,3.0
71.0,113.0,10.0,87.0,1300.0,-4.8,1.7,3.0
71.0,95.0,8.0,83.0,1300.0,-4.6,1.5,3.0
77.0,101.0,8.0,83.0,1300.0,-4.6,1.9,3.0
108.0,166.0,58.0,83.0,1300.0,-4.8,0.6,3.0
120.0,166.0,150.0,85.0,1300.0,-5.0,2.0,3.0
121.0,160.0,129.0,94.0,1300.0,-5.2,1.1,3.0
110.0,136.0,89.0,88.0,1300.0,-5.0,1.9,3.0
111.0,124.0,73.0,85.0,1300.0,-5.5,2.3,3.0
119.0,142.0,69.0,100.0,1300.0,-5.6,3.1,3.0
124.0,168.0,60.0,102.0,1300.0,-5.4,1.9,3.0
133.0,165.0,56.0,88.0,1300.0,-5.7,3.0,4.0
118.0,147.0,47.0,61.0,1300.0,-6.1,4.5,3.0
109.0,140.0,47.0,63.0,1100.0,-6.1,3.6,3.0
113.0,163.0,42.0,63.0,1100.0,-5.1,1.9,3.0
123.0,174.0,50.0,79.0,1200.0,-6.5,2.9,3.0
146.0,203.0,61.0,108.0,1399.0,-6.9,3.4,4.0
117.0,162.0,46.0,98.0,1200.0,-7.0,2.2,3.0
109.0,151.0,44.0,94.0,1200.0,-4.5,0.8,3.0
100.0,138.0,46.0,80.0,1100.0,-3.6,0.4,3.0
101.0,161.0,45.0,102.0,1000.0,-1.9,0.7,3.0
100.0,166.0,49.0,108.0,1000.0,-2.3,0.4,3.0
105.0,168.0,50.0,113.0,1200.0,-3.4,0.5,3.0
131.0,200.0,71.0,108.0,1200.0,-2.8,0.1,4.0
172.0,223.0,79.0,109.0,1399.0,-2.3,0.9,4.0
190.0,260.0,66.0,95.0,1600.0,-2.4,0.8,4.0
190.0,243.0,48.0,85.0,1500.0,-2.7,1.2,4.0
182.0,219.0,23.0,71.0,1500.0,-3.8,1.4,4.0
185.0,237.0,50.0,102.0,2500.0,-2.5,1.2,4.0
194.0,279.0,76.0,118.0,2899.0,-3.9,0.8,4.0
209.0,292.0,84.0,122.0,2600.0,-4.0,0.8,4.0
209.0,264.0,76.0,104.0,1800.0,-0.2,2.6,4.0
220.0,256.0,76.0,95.0,1500.0,-0.2,2.7,4.0
223.0,256.0,78.0,90.0,1399.0,0.5,2.9,4.0
214.0,241.0,73.0,85.0,1300.0,-0.3,5.4,4.0
200.0,240.0,92.0,85.0,1399.0,0.2,4.3,4.0
209.0,282.0,101.0,93.0,1500.0,0.3,3.1,4.0
199.0,274.0,112.0,107.0,1600.0,0.6,3.8,4.0
204.0,277.0,123.0,116.0,1899.0,1.4,1.2,4.0
204.0,277.0,123.0,116.0,1899.0,2.1,1.3,4.0
226.0,302.0,99.0,139.0,2299.0,0.9,2.1,5.0
222.0,298.0,87.0,137.0,2399.0,2.4,0.1,4.0
229.0,326.0,66.0,132.0,2399.0,1.9,0.5,5.0
181.0,291.0,55.0,119.0,1700.0,3.3,1.1,4.0
143.0,230.0,44.0,86.0,1100.0,3.8,1.5,4.0
131.0,212.0,34.0,67.0,900.0,3.9,1.9,4.0
128.0,187.0,35.0,55.0,900.0,3.6,1.0,4.0
129.0,163.0,35.0,54.0,900.0,3.0,0.8,4.0
135.0,161.0,35.0,54.0,900.0,1.9,0.9,4.0
135.0,153.0,35.0,64.0,1000.0,2.2,0.5,4.0
138.0,147.0,35.0,63.0,1000.0,1.1,1.4,4.0
186.0,193.0,35.0,66.0,1700.0,2.1,1.6,4.0
221.0,319.0,35.0,65.0,2399.0,3.6,2.0,4.0
159.0,216.0,35.0,61.0,1500.0,3.8,3.3,4.0
182.0,243.0,26.0,55.0,1399.0,0.0,2.5,4.0
186.0,206.0,53.0,58.0,1300.0,-2.0,4.4,4.0
132.0,129.0,50.0,49.0,900.0,-5.5,5.4,4.0
45.0,70.0,30.0,24.0,500.0,-5.5,3.3,2.0
45.0,70.0,30.0,24.0,300.0,-6.7,5.0,2.0
14.0,34.0,11.0,12.0,400.0,-8.1,5.8,1.0
13.0,49.0,8.0,12.0,400.0,-10.6,4.4,1.0
14.0,42.0,7.0,13.0,400.0,-12.7,3.9,1.0
12.0,18.0,4.0,15.0,400.0,-13.3,3.5,1.0
10.0,26.0,4.0,19.0,400.0,-15.1,4.2,1.0
11.0,21.0,4.0,25.0,400.0,-14.8,2.7,1.0
12.0,21.0,4.0,34.0,500.0,-15.2,3.2,1.0
9.0,20.0,4.0,28.0,400.0,-15.0,2.3,0.0
9.0,20.0,4.0,28.0,400.0,-14.2,2.8,0.0
16.0,33.0,6.0,34.0,400.0,-14.1,2.3,1.0
16.0,34.0,7.0,34.0,400.0,-11.7,2.0,1.0
6.0,20.0,9.0,28.0,400.0,-13.7,3.0,0.0
12.0,21.0,7.0,40.0,400.0,-12.5,2.1,1.0
12.0,22.0,8.0,40.0,400.0,-13.6,2.0,1.0
10.0,23.0,8.0,32.0,400.0,-15.1,2.3,1.0
13.0,22.0,17.0,38.0,400.0,-14.8,1.0,1.0
8.0,18.0,14.0,39.0,400.0,-15.8,2.1,0.0
13.0,32.0,13.0,53.0,500.0,-15.9,1.8,1.0
13.0,32.0,13.0,53.0,500.0,-16.1,1.4,1.0
10.0,30.0,10.0,41.0,500.0,-11.8,1.4,1.0
13.0,35.0,10.0,43.0,500.0,-8.6,3.4,1.0
10.0,39.0,10.0,26.0,500.0,-10.8,2.7,1.0
13.0,50.0,13.0,15.0,500.0,-8.1,5.1,1.0
17.0,17.0,10.0,10.0,400.0,-9.1,3.5,1.0
9.0,24.0,9.0,9.0,400.0,-14.2,3.2,0.0
3.0,6.0,6.0,12.0,400.0,-13.0,1.9,0.0
10.0,14.0,9.0,15.0,400.0,-14.0,1.7,1.0
10.0,14.0,9.0,15.0,500.0,-2.8,3.9,1.0
49.0,146.0,14.0,42.0,700.0,-1.9,3.6,2.0
95.0,193.0,22.0,70.0,1100.0,-1.9,1.4,3.0
109.0,176.0,25.0,80.0,1300.0,-2.2,0.4,3.0
108.0,159.0,26.0,93.0,1500.0,-1.8,0.2,3.0
105.0,155.0,29.0,94.0,1399.0,-2.3,1.0,3.0
93.0,127.0,31.0,104.0,1300.0,-3.8,1.4,3.0
66.0,73.0,23.0,102.0,900.0,-5.8,1.1,3.0
76.0,168.0,22.0,104.0,1000.0,-5.7,0.4,3.0
84.0,151.0,24.0,102.0,1100.0,-4.7,1.5,3.0
84.0,128.0,25.0,96.0,1100.0,-6.0,1.3,3.0
84.0,128.0,25.0,96.0,1300.0,-5.9,1.2,3.0
94.0,168.0,25.0,89.0,1399.0,-5.8,2.0,3.0
90.0,163.0,21.0,84.0,1600.0,-4.5,1.5,3.0
91.0,158.0,45.0,86.0,2799.0,-5.8,2.3,3.0
100.0,156.0,102.0,87.0,3299.0,-7.4,1.4,3.0
100.0,156.0,102.0,88.0,3299.0,-7.9,2.3,3.0
73.0,102.0,61.0,76.0,2100.0,-8.5,1.5,3.0
75.0,99.0,57.0,70.0,1899.0,-7.2,1.9,3.0
88.0,146.0,58.0,65.0,2000.0,-6.1,0.4,3.0
113.0,161.0,61.0,82.0,2100.0,-6.7,0.8,3.0
114.0,152.0,53.0,86.0,1899.0,-5.2,1.7,3.0
108.0,146.0,49.0,93.0,1700.0,-5.9,0.8,3.0
109.0,146.0,49.0,94.0,1700.0,-6.0,2.5,3.0
91.0,131.0,54.0,93.0,1300.0,-3.9,1.9,3.0
92.0,141.0,48.0,106.0,1200.0,-1.5,2.4,3.0
93.0,237.0,41.0,101.0,1399.0,-3.4,2.3,3.0
70.0,136.0,48.0,81.0,1200.0,-3.3,1.8,3.0
64.0,110.0,49.0,72.0,900.0,-2.9,2.0,3.0
57.0,87.0,59.0,67.0,900.0,-3.3,1.3,3.0
57.0,87.0,59.0,67.0,900.0,-4.5,1.4,3.0
66.0,84.0,48.0,67.0,1500.0,-5.7,2.2,3.0
60.0,90.0,54.0,70.0,2000.0,-3.5,1.5,3.0
67.0,97.0,58.0,71.0,2100.0,-4.3,1.8,3.0
71.0,99.0,74.0,74.0,2299.0,-4.3,1.4,3.0
73.0,118.0,90.0,85.0,2700.0,-6.0,0.4,3.0
66.0,103.0,87.0,84.0,2799.0,-5.2,1.7,3.0
70.0,128.0,86.0,83.0,2799.0,-4.9,0.7,3.0
82.0,145.0,94.0,92.0,2799.0,-6.6,2.3,3.0
77.0,133.0,107.0,85.0,2600.0,-5.8,2.8,3.0
79.0,129.0,99.0,72.0,2399.0,-5.5,1.3,3.0
79.0,129.0,99.0,72.0,2200.0,-5.7,2.1,3.0
92.0,134.0,86.0,62.0,2000.0,-3.1,1.7,3.0
81.0,108.0,74.0,46.0,1500.0,-1.6,1.9,3.0
94.0,126.0,72.0,51.0,1600.0,0.0,1.8,3.0
94.0,126.0,72.0,51.0,1500.0,-0.7,2.4,3.0
95.0,123.0,49.0,46.0,900.0,-0.5,2.5,3.0
88.0,110.0,47.0,50.0,800.0,-0.3,2.4,3.0
80.0,105.0,40.0,56.0,700.0,0.9,1.7,3.0
84.0,98.0,28.0,56.0,700.0,1.3,1.5,3.0
88.0,104.0,20.0,68.0,800.0,1.0,1.4,3.0
88.0,104.0,20.0,68.0,800.0,1.2,1.5,3.0
86.0,92.0,15.0,76.0,800.0,1.6,1.8,3.0
92.0,96.0,12.0,85.0,800.0,1.5,1.5,3.0
102.0,104.0,11.0,87.0,800.0,1.6,1.3,3.0
108.0,117.0,11.0,85.0,900.0,1.6,1.8,3.0
110.0,111.0,11.0,87.0,1000.0,2.0,1.1,3.0
96.0,115.0,10.0,78.0,1399.0,2.1,0.4,3.0
101.0,110.0,10.0,80.0,1399.0,2.2,1.2,3.0
96.0,115.0,10.0,80.0,1399.0,2.2,1.7,3.0
120.0,131.0,10.0,74.0,1300.0,1.9,1.4,3.0
132.0,146.0,10.0,71.0,1200.0,2.2,0.7,4.0
132.0,146.0,10.0,71.0,1300.0,2.4,1.5,4.0
151.0,179.0,11.0,60.0,1399.0,2.6,1.3,4.0
151.0,179.0,11.0,60.0,1300.0,2.3,0.6,4.0
187.0,223.0,13.0,53.0,1200.0,2.6,1.6,4.0
205.0,231.0,14.0,57.0,1300.0,2.5,2.4,4.0
212.0,222.0,16.0,65.0,1399.0,2.5,2.9,4.0
221.0,230.0,22.0,73.0,1399.0,2.8,2.0,4.0
225.0,247.0,18.0,69.0,1300.0,2.9,1.7,4.0
226.0,250.0,18.0,67.0,1300.0,3.0,1.6,5.0
228.0,245.0,24.0,75.0,1399.0,2.9,1.7,5.0
228.0,245.0,24.0,75.0,1399.0,2.7,2.3,5.0
227.0,251.0,21.0,86.0,1500.0,2.8,1.3,5.0
235.0,239.0,16.0,81.0,1500.0,2.7,1.2,5.0
235.0,272.0,17.0,71.0,1600.0,2.9,1.8,5.0
229.0,280.0,17.0,69.0,1700.0,2.9,2.0,5.0
225.0,268.0,16.0,70.0,1600.0,3.1,0.4,4.0
226.0,246.0,16.0,77.0,1600.0,3.4,0.8,5.0
233.0,253.0,18.0,76.0,1899.0,3.9,0.7,5.0
240.0,272.0,19.0,72.0,1899.0,4.1,1.1,5.0
242.0,267.0,20.0,78.0,2299.0,3.5,0.8,5.0
242.0,267.0,20.0,78.0,2600.0,3.1,0.5,5.0
238.0,246.0,22.0,80.0,3000.0,2.5,0.5,5.0
238.0,246.0,22.0,80.0,3200.0,0.2,2.3,5.0
228.0,232.0,19.0,80.0,3299.0,-4.3,4.0,5.0
68.0,41.0,41.0,46.0,800.0,-3.2,5.1,3.0
16.0,93.0,21.0,17.0,400.0,-2.7,4.8,1.0
13.0,57.0,15.0,12.0,300.0,-3.6,6.7,1.0
20.0,71.0,21.0,15.0,400.0,-3.2,4.3,1.0
27.0,66.0,22.0,18.0,600.0,-4.8,5.2,1.0
36.0,46.0,20.0,14.0,700.0,-6.9,7.3,2.0
34.0,45.0,19.0,13.0,800.0,-7.8,6.2,1.0
43.0,77.0,23.0,24.0,800.0,-7.9,6.3,2.0
43.0,77.0,23.0,24.0,700.0,-9.2,4.5,2.0
15.0,17.0,14.0,14.0,700.0,-8.8,2.7,1.0
13.0,17.0,10.0,16.0,700.0,-10.3,2.6,1.0
13.0,14.0,8.0,18.0,600.0,-10.1,1.4,1.0
10.0,16.0,5.0,25.0,500.0,-11.6,2.4,1.0
14.0,17.0,5.0,27.0,400.0,-16.4,1.9,1.0
13.0,13.0,4.0,17.0,400.0,-12.1,1.1,1.0
13.0,6.0,4.0,17.0,400.0,-10.3,0.5,1.0
3.0,6.0,3.0,20.0,400.0,-12.5,1.3,0.0
10.0,11.0,3.0,25.0,400.0,-3.8,1.3,1.0
9.0,12.0,6.0,63.0,400.0,-6.6,0.6,0.0
9.0,12.0,6.0,63.0,500.0,-7.1,0.7,0.0
17.0,59.0,7.0,99.0,700.0,-2.3,1.4,1.0
55.0,59.0,11.0,95.0,1399.0,0.5,1.2,2.0
102.0,249.0,12.0,88.0,1800.0,0.5,1.2,3.0
118.0,146.0,13.0,82.0,2000.0,-1.6,0.5,3.0
126.0,147.0,43.0,84.0,2000.0,-1.0,0.9,4.0
126.0,147.0,43.0,84.0,2200.0,1.7,2.4,4.0
162.0,177.0,87.0,92.0,2200.0,-0.2,2.1,4.0
161.0,167.0,70.0,91.0,2000.0,-0.2,1.0,4.0
145.0,155.0,60.0,77.0,1800.0,0.9,3.6,4.0
131.0,145.0,48.0,55.0,1600.0,-0.2,3.3,4.0
136.0,168.0,43.0,47.0,1399.0,-0.6,4.6,4.0
132.0,178.0,46.0,42.0,1300.0,-0.6,4.1,4.0
117.0,211.0,50.0,43.0,1200.0,-1.2,3.1,3.0
134.0,206.0,65.0,54.0,1399.0,-0.8,2.6,4.0
135.0,207.0,65.0,55.0,1300.0,-1.2,3.1,4.0
108.0,170.0,58.0,72.0,1200.0,-1.0,2.2,3.0
108.0,170.0,59.0,72.0,1100.0,-1.2,1.9,3.0
111.0,176.0,48.0,73.0,1100.0,1.1,1.4,3.0
111.0,168.0,56.0,80.0,1100.0,0.9,0.1,3.0
124.0,227.0,58.0,99.0,1200.0,0.6,1.4,3.0
124.0,227.0,58.0,99.0,1300.0,0.1,1.0,3.0
142.0,223.0,48.0,135.0,1700.0,1.4,1.0,4.0
142.0,223.0,48.0,135.0,1899.0,0.9,1.3,4.0
168.0,253.0,44.0,139.0,1800.0,0.6,1.3,4.0
168.0,253.0,44.0,139.0,1600.0,1.0,1.3,4.0
147.0,214.0,37.0,120.0,1600.0,0.4,1.2,4.0
154.0,229.0,32.0,114.0,1700.0,0.3,1.3,4.0
153.0,238.0,42.0,108.0,1600.0,0.3,2.5,4.0
154.0,205.0,63.0,97.0,1500.0,-0.2,2.0,4.0
142.0,205.0,62.0,97.0,1500.0,-0.5,1.9,4.0
129.0,197.0,53.0,74.0,1300.0,-1.3,3.6,4.0
129.0,197.0,53.0,74.0,1100.0,2.0,1.4,4.0
157.0,263.0,61.0,80.0,1399.0,2.0,3.4,4.0
173.0,275.0,65.0,63.0,1800.0,2.4,1.3,4.0
208.0,351.0,102.0,93.0,3200.0,1.8,3.4,4.0
180.0,358.0,100.0,70.0,2799.0,0.9,4.1,4.0
122.0,251.0,67.0,60.0,1600.0,-0.6,2.9,3.0
89.0,191.0,52.0,48.0,1100.0,-0.9,2.6,3.0
89.0,191.0,52.0,48.0,800.0,-2.3,1.6,3.0
56.0,92.0,29.0,55.0,800.0,-1.1,1.1,3.0
42.0,73.0,23.0,56.0,700.0,-0.8,1.7,2.0
36.0,62.0,26.0,64.0,600.0,-1.8,0.8,2.0
36.0,62.0,26.0,64.0,700.0,-2.1,0.7,2.0
40.0,77.0,31.0,73.0,800.0,-1.8,0.5,2.0
40.0,77.0,31.0,73.0,1200.0,1.0,0.6,2.0
40.0,84.0,40.0,71.0,1600.0,-2.6,1.4,2.0
41.0,80.0,66.0,63.0,1700.0,-2.6,1.4,2.0
48.0,94.0,82.0,70.0,2000.0,-2.5,1.4,2.0
46.0,81.0,70.0,57.0,2000.0,-3.8,1.7,2.0
46.0,81.0,70.0,57.0,2000.0,-4.2,2.4,2.0
48.0,84.0,60.0,70.0,1899.0,-3.7,1.9,2.0
63.0,119.0,98.0,78.0,2399.0,-3.7,1.7,3.0
78.0,144.0,132.0,86.0,3000.0,-3.6,1.8,3.0
80.0,138.0,126.0,91.0,2899.0,-3.5,1.5,3.0
69.0,121.0,109.0,85.0,2700.0,-3.8,0.7,3.0
74.0,130.0,102.0,85.0,2700.0,-3.9,1.5,3.0
84.0,143.0,97.0,93.0,2600.0,-4.0,1.1,3.0
84.0,143.0,97.0,93.0,2600.0,-3.8,2.7,3.0
90.0,165.0,92.0,99.0,2600.0,1.7,2.2,3.0
85.0,190.0,81.0,94.0,2399.0,3.9,2.0,3.0
75.0,141.0,32.0,81.0,2000.0,4.2,1.7,3.0
63.0,102.0,19.0,88.0,2100.0,4.0,1.8,3.0
